order_id,order_date,customer_id,product_id,quantity,unit_price,discount_pct,channel,order_status,city,state,gross_sales,discount_amount,net_revenue
O502457,2024-05-19,C100203,P2091,1,1351.45,0,Web,Completed,Surat,Gujarat,1351.45,0.0,1351.45
O502458,2025-01-10,C101588,P2012,1,1157.69,0,Web,Completed,Ahmedabad,Gujarat,1157.69,0.0,1157.69
O502459,2024-06-15,C101068,P2046,1,460.25,15,Web,Completed,Ahmedabad,Gujarat,460.25,69.0375,391.2125
O502460,2024-08-09,C101334,P2002,1,1225.39,15,Mobile App,Completed,Bengaluru,Karnataka,1225.39,183.8085,1041.5815
O502461,2025-04-23,C101746,P2067,1,239.35,10,Web,Completed,Bengaluru,Karnataka,239.35,23.935000000000002,215.415
O502462,2023-03-21,C101871,P2056,2,1323.56,0,Web,Completed,Kolkata,West Bengal,2647.12,0.0,2647.12
O502463,2024-11-15,C101433,P2063,2,319.46,5,Web,Completed,Bengaluru,Karnataka,638.92,31.945999999999998,606.9739999999999
O502464,2024-07-31,C100874,P2038,1,1890.31,5,Web,Completed,Surat,Gujarat,1890.31,94.5155,1795.7945
O502465,2024-11-13,C100126,P2059,1,526.63,0,Mobile App,Completed,Bengaluru,Karnataka,526.63,0.0,526.63
O502466,2024-04-23,C100386,P2062,1,1329.84,10,Mobile App,Completed,Delhi,Delhi,1329.84,132.984,1196.856
O502467,2025-07-12,C100268,P2049,1,759.24,0,Mobile App,Completed,Jaipur,Rajasthan,759.24,0.0,759.24
O502468,2025-09-09,C101852,P2013,2,1854.91,0,Mobile App,Completed,Kolkata,West Bengal,3709.82,0.0,3709.82
O502469,2024-03-08,C101784,P2052,4,1977.33,0,Mobile App,Completed,Ahmedabad,Gujarat,7909.32,0.0,7909.32
O502470,2023-12-13,C100613,P2083,2,1400.32,0,Mobile App,Completed,Chennai,Tamil Nadu,2800.64,0.0,2800.64
O502471,2025-03-25,C101080,P2015,1,219.9,0,Mobile App,Completed,Delhi,Delhi,219.9,0.0,219.9
O502472,2025-01-03,C101476,P2056,1,1323.56,0,Mobile App,Completed,Pune,Maharashtra,1323.56,0.0,1323.56
O502473,2024-04-27,C101419,P2095,4,407.22,15,Mobile App,Completed,Pune,Maharashtra,1628.88,244.332,1384.5480000000002
O502474,2024-01-07,C100389,P2017,1,1673.61,0,Mobile App,Completed,Hyderabad,Telangana,1673.61,0.0,1673.61
O502475,2024-05-17,C101901,P2009,1,797.71,15,Mobile App,Completed,Mumbai,Maharashtra,797.71,119.6565,678.0535
O502476,2024-11-10,C100535,P2088,1,1173.1,0,Web,Completed,Kolkata,West Bengal,1173.1,0.0,1173.1
O502477,2025-05-13,C100645,P2010,2,1593.86,0,Web,Completed,Bengaluru,Karnataka,3187.72,0.0,3187.72
O502478,2023-02-10,C101909,P2085,2,567.51,0,Web,Completed,Kolkata,West Bengal,1135.02,0.0,1135.02
O502479,2024-11-01,C101032,P2052,1,1977.33,0,Phone,Completed,Mumbai,Maharashtra,1977.33,0.0,1977.33
O502480,2025-02-19,C101924,P2036,3,1243.59,5,Mobile App,Completed,Mumbai,Maharashtra,3730.7699999999995,186.5385,3544.2314999999994
O502481,2025-02-03,C101571,P2009,1,797.71,0,Phone,Completed,Jaipur,Rajasthan,797.71,0.0,797.71
O502482,2023-02-01,C100871,P2076,1,601.47,0,Mobile App,Completed,Delhi,Delhi,601.47,0.0,601.47
O502483,2024-11-01,C100778,P2067,1,239.35,5,Mobile App,Completed,Surat,Gujarat,239.35,11.967500000000001,227.3825
O502484,2024-10-21,C101120,P2005,2,1309.49,10,Web,Completed,Jaipur,Rajasthan,2618.98,261.898,2357.082
O502485,2023-08-27,C100137,P2097,1,89.21,20,Web,Completed,Delhi,Delhi,89.21,17.842,71.368
O502486,2025-01-25,C100392,P2008,1,1929.14,0,Web,Completed,Pune,Maharashtra,1929.14,0.0,1929.14
O502487,2025-01-18,C101473,P2078,1,627.47,0,Web,Completed,Jaipur,Rajasthan,627.47,0.0,627.47
O502488,2024-01-18,C101511,P2073,1,1229.45,0,Web,Completed,Mumbai,Maharashtra,1229.45,0.0,1229.45
O502489,2024-03-16,C101812,P2051,1,905.27,0,Mobile App,Completed,Hyderabad,Telangana,905.27,0.0,905.27
O502490,2025-09-12,C101202,P2090,1,671.21,0,Web,Completed,Pune,Maharashtra,671.21,0.0,671.21
O502491,2024-12-18,C101346,P2000,1,1120.19,0,Web,Completed,Ahmedabad,Gujarat,1120.19,0.0,1120.19
O502492,2025-01-19,C101098,P2038,1,1890.31,0,Mobile App,Completed,Hyderabad,Telangana,1890.31,0.0,1890.31
O502493,2023-02-27,C100965,P2091,1,1351.45,10,Mobile App,Completed,Mumbai,Maharashtra,1351.45,135.145,1216.305
O502494,2023-11-24,C101942,P2032,1,939.49,0,Web,Completed,Mumbai,Maharashtra,939.49,0.0,939.49
O502495,2025-01-01,C100607,P2036,1,1243.59,10,Mobile App,Completed,Kolkata,West Bengal,1243.59,124.359,1119.231
O502496,2023-07-25,C100361,P2084,1,1154.87,10,Web,Completed,Chennai,Tamil Nadu,1154.87,115.487,1039.3829999999998
O502497,2024-12-11,C101987,P2028,3,1067.6,0,Mobile App,Completed,Surat,Gujarat,3202.7999999999997,0.0,3202.7999999999997
O502498,2024-08-13,C100195,P2087,1,233.18,0,Web,Completed,Kolkata,West Bengal,233.18,0.0,233.18
O502499,2023-04-11,C101311,P2029,1,858.59,0,Web,Completed,Ahmedabad,Gujarat,858.59,0.0,858.59
O502500,2024-11-10,C101785,P2053,1,248.99,0,Web,Completed,Delhi,Delhi,248.99,0.0,248.99
O502501,2025-07-12,C101834,P2000,1,1120.19,5,Mobile App,Completed,Surat,Gujarat,1120.19,56.0095,1064.1805
O502502,2023-10-13,C100267,P2021,2,1608.36,0,Mobile App,Completed,Delhi,Delhi,3216.72,0.0,3216.72
O502503,2025-04-10,C101651,P2023,1,1572.03,10,Mobile App,Completed,Pune,Maharashtra,1572.03,157.203,1414.827
O502504,2025-08-18,C101124,P2070,1,1954.1,5,Mobile App,Completed,Kolkata,West Bengal,1954.1,97.705,1856.395
O502505,2024-05-04,C100900,P2061,2,265.23,0,Mobile App,Completed,Kolkata,West Bengal,530.46,0.0,530.46
O502506,2025-05-14,C100476,P2008,1,1929.14,15,Web,Completed,Chennai,Tamil Nadu,1929.14,289.371,1639.7690000000002
O502507,2025-05-13,C100274,P2098,2,1666.43,5,Web,Completed,Jaipur,Rajasthan,3332.86,166.64300000000003,3166.217
O502508,2025-10-06,C101599,P2007,1,1788.96,0,Web,Completed,Pune,Maharashtra,1788.96,0.0,1788.96
O502509,2023-05-11,C100563,P2037,3,1253.02,10,Mobile App,Completed,Surat,Gujarat,3759.06,375.906,3383.154
O502510,2023-04-01,C101148,P2034,1,86.64,0,Web,Completed,Surat,Gujarat,86.64,0.0,86.64
O502511,2023-08-25,C101264,P2086,1,1070.33,0,Mobile App,Completed,Ahmedabad,Gujarat,1070.33,0.0,1070.33
O502512,2024-03-19,C100812,P2090,1,671.21,0,Web,Completed,Chennai,Tamil Nadu,671.21,0.0,671.21
O502513,2024-09-26,C101127,P2043,1,167.44,0,Mobile App,Completed,Pune,Maharashtra,167.44,0.0,167.44
O502514,2025-03-03,C101362,P2092,1,307.01,10,Web,Completed,Delhi,Delhi,307.01,30.701,276.30899999999997
O502515,2024-04-20,C101526,P2075,1,126.42,5,Mobile App,Completed,Delhi,Delhi,126.42,6.321000000000001,120.099
O502516,2024-03-30,C101725,P2060,1,359.99,0,Web,Cancelled,Delhi,Delhi,359.99,0.0,359.99
O502517,2024-05-31,C100263,P2042,1,1410.38,0,Web,Completed,Hyderabad,Telangana,1410.38,0.0,1410.38
O502518,2024-05-26,C100141,P2052,1,1977.33,5,Web,Completed,Chennai,Tamil Nadu,1977.33,98.8665,1878.4634999999998
O502519,2024-01-12,C101482,P2051,1,905.27,0,Phone,Completed,Bengaluru,Karnataka,905.27,0.0,905.27
O502520,2025-06-17,C100631,P2065,3,769.01,0,Web,Completed,Chennai,Tamil Nadu,2307.0299999999997,0.0,2307.0299999999997
O502521,2024-01-10,C101198,P2007,1,1788.96,15,Web,Returned,Surat,Gujarat,1788.96,268.344,1520.616
O502522,2025-06-08,C100626,P2066,3,1650.94,0,Web,Completed,Bengaluru,Karnataka,4952.82,0.0,4952.82
O502523,2024-06-29,C100975,P2024,1,280.64,0,Mobile App,Completed,Pune,Maharashtra,280.64,0.0,280.64
O502524,2025-08-04,C101296,P2085,1,567.51,0,Web,Completed,Mumbai,Maharashtra,567.51,0.0,567.51
O502525,2025-08-12,C101858,P2090,3,671.21,0,Mobile App,Completed,Kolkata,West Bengal,2013.63,0.0,2013.63
O502526,2023-07-20,C100592,P2074,1,1491.56,0,Mobile App,Completed,Chennai,Tamil Nadu,1491.56,0.0,1491.56
O502527,2024-08-05,C101903,P2009,1,797.71,5,Web,Completed,Jaipur,Rajasthan,797.71,39.88550000000001,757.8245000000001
O502528,2023-05-04,C100927,P2095,1,407.22,0,Web,Completed,Bengaluru,Karnataka,407.22,0.0,407.22
O502529,2025-06-21,C101422,P2077,2,284.38,0,Web,Completed,Chennai,Tamil Nadu,568.76,0.0,568.76
O502530,2025-08-06,C100171,P2041,1,902.21,5,Mobile App,Completed,Mumbai,Maharashtra,902.21,45.1105,857.0995
O502531,2025-06-21,C100339,P2022,1,949.88,0,Mobile App,Completed,Pune,Maharashtra,949.88,0.0,949.88
O502532,2023-05-16,C100702,P2042,2,1410.38,5,Web,Cancelled,Mumbai,Maharashtra,2820.76,141.038,2679.722
O502533,2025-02-25,C100158,P2018,1,1567.41,0,Web,Completed,Hyderabad,Telangana,1567.41,0.0,1567.41
O502534,2025-07-13,C101464,P2045,1,1357.74,0,Web,Completed,Pune,Maharashtra,1357.74,0.0,1357.74
O502535,2025-08-03,C100051,P2046,1,460.25,0,Web,Completed,Delhi,Delhi,460.25,0.0,460.25
O502536,2023-10-16,C101711,P2073,3,1229.45,0,Mobile App,Completed,Jaipur,Rajasthan,3688.3500000000004,0.0,3688.3500000000004
O502537,2024-11-29,C100717,P2083,2,1400.32,10,Mobile App,Cancelled,Jaipur,Rajasthan,2800.64,280.064,2520.576
O502538,2025-03-29,C100700,P2018,1,1567.41,10,Mobile App,Completed,Ahmedabad,Gujarat,1567.41,156.741,1410.669
O502539,2025-05-10,C100220,P2098,1,1666.43,0,Web,Completed,Jaipur,Rajasthan,1666.43,0.0,1666.43
O502540,2024-12-10,C101134,P2057,1,543.92,10,Web,Completed,Bengaluru,Karnataka,543.92,54.391999999999996,489.52799999999996
O502541,2025-07-10,C101732,P2093,1,1446.84,0,Web,Completed,Ahmedabad,Gujarat,1446.84,0.0,1446.84
O502542,2025-10-03,C100775,P2061,1,265.23,15,Phone,Completed,Surat,Gujarat,265.23,39.7845,225.4455
O502543,2023-03-04,C100632,P2093,1,1446.84,10,Web,Completed,Ahmedabad,Gujarat,1446.84,144.684,1302.156
O502544,2023-08-22,C101962,P2027,1,1892.1,10,Web,Completed,Pune,Maharashtra,1892.1,189.21,1702.8899999999999
O502545,2023-08-27,C100646,P2003,1,1112.52,0,Mobile App,Completed,Ahmedabad,Gujarat,1112.52,0.0,1112.52
O502546,2024-03-08,C101968,P2052,1,1977.33,0,Mobile App,Returned,Bengaluru,Karnataka,1977.33,0.0,1977.33
O502547,2024-05-27,C101242,P2037,1,1253.02,0,Web,Completed,Hyderabad,Telangana,1253.02,0.0,1253.02
O502548,2024-04-20,C100436,P2014,3,188.52,10,Mobile App,Completed,Kolkata,West Bengal,565.5600000000001,56.55600000000001,509.004
O502549,2024-11-06,C100260,P2093,1,1446.84,20,Web,Completed,Jaipur,Rajasthan,1446.84,289.368,1157.472
O502550,2024-10-22,C100846,P2005,1,1309.49,0,Web,Completed,Ahmedabad,Gujarat,1309.49,0.0,1309.49
O502551,2025-08-29,C101385,P2043,2,167.44,5,Mobile App,Completed,Chennai,Tamil Nadu,334.88,16.744,318.13599999999997
O502552,2024-01-06,C100677,P2080,2,670.07,0,Web,Completed,Ahmedabad,Gujarat,1340.14,0.0,1340.14
O502553,2024-05-25,C101956,P2013,1,1854.91,0,Mobile App,Completed,Mumbai,Maharashtra,1854.91,0.0,1854.91
O502554,2025-10-27,C101578,P2003,4,1112.52,0,Web,Completed,Hyderabad,Telangana,4450.08,0.0,4450.08
O502555,2025-04-09,C101322,P2035,3,1254.39,0,Mobile App,Completed,Pune,Maharashtra,3763.17,0.0,3763.17
O502556,2024-11-13,C101403,P2074,1,1491.56,0,Web,Completed,Kolkata,West Bengal,1491.56,0.0,1491.56
O502557,2025-02-10,C100794,P2028,2,1067.6,0,Web,Completed,Jaipur,Rajasthan,2135.2,0.0,2135.2
O502558,2024-02-05,C101439,P2008,1,1929.14,0,Mobile App,Completed,Jaipur,Rajasthan,1929.14,0.0,1929.14
O502559,2025-03-27,C100200,P2083,2,1400.32,0,Mobile App,Completed,Chennai,Tamil Nadu,2800.64,0.0,2800.64
O502560,2025-01-25,C101813,P2075,3,126.42,0,Mobile App,Completed,Mumbai,Maharashtra,379.26,0.0,379.26
O502561,2024-11-12,C101703,P2050,2,1161.88,20,Web,Completed,Chennai,Tamil Nadu,2323.76,464.75200000000007,1859.0080000000003
O502562,2024-07-07,C101454,P2047,3,301.41,0,Mobile App,Completed,Pune,Maharashtra,904.23,0.0,904.23
O502563,2025-05-13,C100376,P2046,2,460.25,5,Mobile App,Completed,Pune,Maharashtra,920.5,46.025000000000006,874.475
O502564,2024-03-01,C101234,P2074,2,1491.56,5,Mobile App,Completed,Delhi,Delhi,2983.12,149.156,2833.964
O502565,2025-07-05,C101656,P2094,1,614.34,15,Web,Completed,Surat,Gujarat,614.34,92.151,522.1890000000001
O502566,2023-01-09,C101557,P2054,3,457.31,15,Mobile App,Completed,Hyderabad,Telangana,1371.93,205.7895,1166.1405
O502567,2023-11-04,C100529,P2042,1,1410.38,5,Web,Completed,Delhi,Delhi,1410.38,70.519,1339.861
O502568,2023-07-29,C101267,P2022,2,949.88,5,Mobile App,Completed,Ahmedabad,Gujarat,1899.76,94.988,1804.772
O502569,2025-01-06,C101791,P2030,1,565.88,20,Web,Completed,Kolkata,West Bengal,565.88,113.176,452.704
O502570,2024-12-15,C100201,P2057,1,543.92,0,Web,Completed,Bengaluru,Karnataka,543.92,0.0,543.92
O502571,2025-02-17,C100007,P2086,1,1070.33,10,Web,Completed,Jaipur,Rajasthan,1070.33,107.033,963.2969999999999
O502572,2024-06-03,C100379,P2045,1,1357.74,0,Web,Completed,Mumbai,Maharashtra,1357.74,0.0,1357.74
O502573,2024-10-23,C101515,P2039,4,1379.55,10,Web,Completed,Kolkata,West Bengal,5518.2,551.82,4966.38
O502574,2023-10-13,C100330,P2010,1,1593.86,0,Web,Completed,Surat,Gujarat,1593.86,0.0,1593.86
O502575,2025-01-25,C101507,P2041,1,902.21,10,Web,Completed,Ahmedabad,Gujarat,902.21,90.221,811.989
O502576,2023-03-06,C101260,P2010,1,1593.86,0,Web,Completed,Jaipur,Rajasthan,1593.86,0.0,1593.86
O502577,2025-10-02,C101197,P2041,1,902.21,0,Mobile App,Completed,Mumbai,Maharashtra,902.21,0.0,902.21
O502578,2024-07-13,C100080,P2041,1,902.21,0,Mobile App,Completed,Delhi,Delhi,902.21,0.0,902.21
O502579,2025-05-31,C100208,P2053,1,248.99,10,Web,Completed,Ahmedabad,Gujarat,248.99,24.899,224.091
O502580,2023-09-26,C101869,P2048,1,665.09,0,Web,Completed,Jaipur,Rajasthan,665.09,0.0,665.09
O502581,2024-02-09,C100713,P2035,1,1254.39,10,Web,Completed,Jaipur,Rajasthan,1254.39,125.43900000000002,1128.951
O502582,2024-06-23,C101175,P2072,2,1954.68,0,Mobile App,Completed,Mumbai,Maharashtra,3909.36,0.0,3909.36
O502583,2023-01-16,C100495,P2081,2,857.81,0,Mobile App,Completed,Chennai,Tamil Nadu,1715.62,0.0,1715.62
O502584,2024-01-08,C100400,P2085,1,567.51,0,Mobile App,Completed,Surat,Gujarat,567.51,0.0,567.51
O502585,2023-10-24,C100002,P2095,1,407.22,10,Web,Completed,Surat,Gujarat,407.22,40.72200000000001,366.49800000000005
O502586,2024-10-26,C101013,P2084,1,1154.87,5,Web,Completed,Mumbai,Maharashtra,1154.87,57.7435,1097.1264999999999
O502587,2025-10-12,C101563,P2064,1,433.34,0,Web,Completed,Mumbai,Maharashtra,433.34,0.0,433.34
O502588,2024-06-29,C101823,P2000,1,1120.19,0,Mobile App,Completed,Delhi,Delhi,1120.19,0.0,1120.19
O502589,2024-02-08,C100360,P2082,1,175.09,15,Web,Completed,Hyderabad,Telangana,175.09,26.2635,148.8265
O502590,2025-06-21,C100943,P2063,3,319.46,0,Web,Completed,Surat,Gujarat,958.3799999999999,0.0,958.3799999999999
O502591,2024-04-15,C100192,P2099,1,59.16,10,Web,Completed,Pune,Maharashtra,59.16,5.916,53.244
O502592,2025-07-16,C100327,P2070,3,1954.1,5,Web,Completed,Ahmedabad,Gujarat,5862.299999999999,293.11499999999995,5569.1849999999995
O502593,2024-12-05,C100380,P2047,2,301.41,0,Mobile App,Completed,Ahmedabad,Gujarat,602.82,0.0,602.82
O502594,2025-05-28,C100333,P2008,1,1929.14,0,Web,Returned,Ahmedabad,Gujarat,1929.14,0.0,1929.14
O502595,2024-03-04,C101664,P2003,1,1112.52,15,Web,Returned,Ahmedabad,Gujarat,1112.52,166.878,945.642
O502596,2025-06-26,C100787,P2079,1,281.52,5,Mobile App,Completed,Delhi,Delhi,281.52,14.076,267.44399999999996
O502597,2024-11-04,C101938,P2006,1,903.3,0,Web,Completed,Ahmedabad,Gujarat,903.3,0.0,903.3
O502598,2023-04-26,C101778,P2074,2,1491.56,0,Web,Completed,Delhi,Delhi,2983.12,0.0,2983.12
O502599,2023-06-08,C100230,P2073,1,1229.45,10,Mobile App,Completed,Bengaluru,Karnataka,1229.45,122.94500000000001,1106.505
O502600,2023-05-26,C101743,P2084,1,1154.87,0,Phone,Completed,Ahmedabad,Gujarat,1154.87,0.0,1154.87
O502601,2025-03-24,C100320,P2093,1,1446.84,0,Mobile App,Completed,Jaipur,Rajasthan,1446.84,0.0,1446.84
O502602,2024-11-27,C100070,P2015,2,219.9,0,Web,Completed,Mumbai,Maharashtra,439.8,0.0,439.8
O502603,2023-06-07,C100884,P2047,1,301.41,0,Web,Completed,Hyderabad,Telangana,301.41,0.0,301.41
O502604,2024-02-10,C100250,P2047,1,301.41,0,Web,Returned,Pune,Maharashtra,301.41,0.0,301.41
O502605,2024-05-19,C101018,P2078,1,627.47,0,Web,Completed,Delhi,Delhi,627.47,0.0,627.47
O502606,2025-10-22,C100122,P2024,2,280.64,10,Mobile App,Completed,Delhi,Delhi,561.28,56.128,505.152
O502607,2024-11-26,C101780,P2022,1,949.88,0,Mobile App,Completed,Ahmedabad,Gujarat,949.88,0.0,949.88
O502608,2024-01-07,C100021,P2063,1,319.46,0,Web,Completed,Pune,Maharashtra,319.46,0.0,319.46
O502609,2024-12-01,C101107,P2017,1,1673.61,0,Web,Completed,Jaipur,Rajasthan,1673.61,0.0,1673.61
O502610,2025-04-18,C101287,P2002,1,1225.39,10,Web,Completed,Bengaluru,Karnataka,1225.39,122.53900000000002,1102.851
O502611,2025-04-10,C101427,P2092,1,307.01,5,Web,Returned,Pune,Maharashtra,307.01,15.3505,291.6595
O502612,2023-07-20,C100224,P2015,2,219.9,0,Web,Completed,Surat,Gujarat,439.8,0.0,439.8
O502613,2023-11-01,C101095,P2029,1,858.59,0,Web,Completed,Kolkata,West Bengal,858.59,0.0,858.59
O502614,2025-09-26,C101222,P2003,1,1112.52,0,Web,Completed,Delhi,Delhi,1112.52,0.0,1112.52
O502615,2025-06-23,C101361,P2098,1,1666.43,0,Web,Completed,Delhi,Delhi,1666.43,0.0,1666.43
O502616,2024-04-15,C101858,P2005,1,1309.49,5,Web,Completed,Jaipur,Rajasthan,1309.49,65.4745,1244.0155
O502617,2025-04-15,C100669,P2024,1,280.64,5,Mobile App,Completed,Hyderabad,Telangana,280.64,14.032,266.608
O502618,2023-04-01,C100233,P2040,3,751.04,0,Mobile App,Completed,Bengaluru,Karnataka,2253.12,0.0,2253.12
O502619,2025-07-05,C100651,P2028,1,1067.6,0,Web,Completed,Jaipur,Rajasthan,1067.6,0.0,1067.6
O502620,2025-05-17,C101745,P2006,1,903.3,0,Web,Completed,Surat,Gujarat,903.3,0.0,903.3
O502621,2023-05-13,C101112,P2062,1,1329.84,0,Web,Completed,Delhi,Delhi,1329.84,0.0,1329.84
O502622,2025-05-01,C101186,P2016,1,89.43,0,Web,Completed,Jaipur,Rajasthan,89.43,0.0,89.43
O502623,2023-08-04,C100671,P2061,2,265.23,0,Web,Completed,Bengaluru,Karnataka,530.46,0.0,530.46
O502624,2024-07-19,C101039,P2022,1,949.88,0,Mobile App,Completed,Ahmedabad,Gujarat,949.88,0.0,949.88
O502625,2025-09-24,C101313,P2044,2,1350.2,10,Web,Completed,Bengaluru,Karnataka,2700.4,270.04,2430.36
O502626,2024-05-10,C101817,P2005,1,1309.49,0,Web,Completed,Bengaluru,Karnataka,1309.49,0.0,1309.49
O502627,2023-04-15,C101419,P2035,1,1254.39,15,Web,Completed,Hyderabad,Telangana,1254.39,188.1585,1066.2315
O502628,2025-08-08,C101958,P2043,1,167.44,0,Mobile App,Cancelled,Kolkata,West Bengal,167.44,0.0,167.44
O502629,2023-09-01,C100546,P2074,1,1491.56,0,Web,Completed,Pune,Maharashtra,1491.56,0.0,1491.56
O502630,2024-04-28,C100589,P2082,1,175.09,0,Web,Completed,Hyderabad,Telangana,175.09,0.0,175.09
O502631,2025-02-02,C101276,P2002,1,1225.39,15,Mobile App,Completed,Ahmedabad,Gujarat,1225.39,183.8085,1041.5815
O502632,2025-01-06,C101650,P2037,1,1253.02,5,Web,Returned,Bengaluru,Karnataka,1253.02,62.651,1190.369
O502633,2023-02-17,C101393,P2033,1,1158.45,0,Web,Completed,Kolkata,West Bengal,1158.45,0.0,1158.45
O502634,2023-03-05,C101784,P2002,1,1225.39,0,Mobile App,Completed,Ahmedabad,Gujarat,1225.39,0.0,1225.39
O502635,2025-02-12,C101572,P2039,1,1379.55,5,Mobile App,Completed,Ahmedabad,Gujarat,1379.55,68.9775,1310.5725
O502636,2025-02-23,C100016,P2012,1,1157.69,0,Web,Completed,Hyderabad,Telangana,1157.69,0.0,1157.69
O502637,2024-06-11,C101489,P2031,3,1559.76,0,Phone,Completed,Jaipur,Rajasthan,4679.28,0.0,4679.28
O502638,2025-08-28,C101326,P2071,1,963.87,5,Web,Completed,Kolkata,West Bengal,963.87,48.1935,915.6765
O502639,2023-03-28,C100796,P2024,1,280.64,0,Mobile App,Completed,Pune,Maharashtra,280.64,0.0,280.64
O502640,2023-03-15,C101913,P2012,2,1157.69,0,Mobile App,Completed,Bengaluru,Karnataka,2315.38,0.0,2315.38
O502641,2025-02-24,C101762,P2032,1,939.49,15,Web,Completed,Delhi,Delhi,939.49,140.9235,798.5665
O502642,2025-01-02,C100579,P2021,1,1608.36,0,Mobile App,Completed,Surat,Gujarat,1608.36,0.0,1608.36
O502643,2024-10-06,C101752,P2017,1,1673.61,5,Mobile App,Completed,Jaipur,Rajasthan,1673.61,83.6805,1589.9295
O502644,2025-09-05,C101511,P2058,1,959.31,0,Mobile App,Completed,Pune,Maharashtra,959.31,0.0,959.31
O502645,2025-08-26,C100784,P2053,2,248.99,0,Mobile App,Completed,Kolkata,West Bengal,497.98,0.0,497.98
O502646,2025-01-17,C101694,P2071,3,963.87,10,Mobile App,Completed,Delhi,Delhi,2891.61,289.161,2602.449
O502647,2024-03-16,C101488,P2011,1,1081.35,0,Mobile App,Completed,Pune,Maharashtra,1081.35,0.0,1081.35
O502648,2025-03-12,C100654,P2039,2,1379.55,10,Web,Completed,Ahmedabad,Gujarat,2759.1,275.91,2483.19
O502649,2024-06-06,C100850,P2096,1,1193.7,15,Web,Completed,Pune,Maharashtra,1193.7,179.055,1014.645
O502650,2024-12-26,C100711,P2051,1,905.27,0,Mobile App,Completed,Ahmedabad,Gujarat,905.27,0.0,905.27
O502651,2024-08-21,C100815,P2031,1,1559.76,0,Web,Completed,Mumbai,Maharashtra,1559.76,0.0,1559.76
O502652,2025-03-29,C100239,P2036,1,1243.59,0,Web,Completed,Hyderabad,Telangana,1243.59,0.0,1243.59
O502653,2023-10-17,C101072,P2006,1,903.3,15,Web,Completed,Hyderabad,Telangana,903.3,135.49499999999998,767.805
O502654,2024-10-28,C100620,P2041,1,902.21,0,Mobile App,Completed,Ahmedabad,Gujarat,902.21,0.0,902.21
O502655,2025-05-05,C100158,P2078,1,627.47,0,Web,Completed,Jaipur,Rajasthan,627.47,0.0,627.47
O502656,2024-11-21,C100259,P2004,1,876.13,0,Mobile App,Completed,Jaipur,Rajasthan,876.13,0.0,876.13
O502657,2024-01-05,C101446,P2013,1,1854.91,0,Web,Completed,Pune,Maharashtra,1854.91,0.0,1854.91
O502658,2023-06-19,C100510,P2000,1,1120.19,0,Mobile App,Completed,Chennai,Tamil Nadu,1120.19,0.0,1120.19
O502659,2025-08-10,C100472,P2039,1,1379.55,5,Web,Completed,Delhi,Delhi,1379.55,68.9775,1310.5725
O502660,2024-02-08,C101492,P2049,1,759.24,0,Web,Cancelled,Pune,Maharashtra,759.24,0.0,759.24
O502661,2024-01-25,C100565,P2008,2,1929.14,0,Mobile App,Completed,Mumbai,Maharashtra,3858.28,0.0,3858.28
O502662,2025-02-10,C100463,P2036,1,1243.59,10,Web,Completed,Surat,Gujarat,1243.59,124.359,1119.231
O502663,2025-03-28,C100047,P2009,1,797.71,0,Mobile App,Completed,Surat,Gujarat,797.71,0.0,797.71
O502664,2023-12-11,C101208,P2034,1,86.64,0,Web,Cancelled,Bengaluru,Karnataka,86.64,0.0,86.64
O502665,2025-08-12,C100461,P2026,1,329.54,0,Mobile App,Returned,Kolkata,West Bengal,329.54,0.0,329.54
O502666,2025-02-23,C100586,P2099,2,59.16,10,Mobile App,Completed,Delhi,Delhi,118.32,11.832,106.488
O502667,2024-10-19,C100171,P2028,3,1067.6,20,Mobile App,Completed,Ahmedabad,Gujarat,3202.7999999999997,640.56,2562.24
O502668,2024-11-08,C100136,P2002,1,1225.39,0,Mobile App,Completed,Ahmedabad,Gujarat,1225.39,0.0,1225.39
O502669,2025-01-04,C101549,P2016,1,89.43,0,Web,Completed,Hyderabad,Telangana,89.43,0.0,89.43
O502670,2024-10-31,C101786,P2054,1,457.31,0,Web,Completed,Pune,Maharashtra,457.31,0.0,457.31
O502671,2024-01-22,C101328,P2042,1,1410.38,5,Web,Completed,Ahmedabad,Gujarat,1410.38,70.519,1339.861
O502672,2024-02-17,C100278,P2078,3,627.47,0,Web,Completed,Jaipur,Rajasthan,1882.41,0.0,1882.41
O502673,2024-06-08,C100015,P2097,2,89.21,0,Web,Completed,Kolkata,West Bengal,178.42,0.0,178.42
O502674,2023-12-12,C101685,P2055,1,364.55,0,Mobile App,Completed,Kolkata,West Bengal,364.55,0.0,364.55
O502675,2025-06-29,C101561,P2083,3,1400.32,10,Mobile App,Completed,Delhi,Delhi,4200.96,420.096,3780.864
O502676,2024-05-03,C100568,P2066,1,1650.94,0,Mobile App,Completed,Delhi,Delhi,1650.94,0.0,1650.94
O502677,2025-06-21,C101237,P2038,1,1890.31,0,Web,Completed,Ahmedabad,Gujarat,1890.31,0.0,1890.31
O502678,2024-05-13,C101389,P2049,2,759.24,0,Mobile App,Completed,Kolkata,West Bengal,1518.48,0.0,1518.48
O502679,2024-08-04,C100779,P2031,1,1559.76,5,Web,Completed,Delhi,Delhi,1559.76,77.988,1481.772
O502680,2025-10-13,C101660,P2052,2,1977.33,0,Web,Completed,Mumbai,Maharashtra,3954.66,0.0,3954.66
